run,scenario,group,cumulative_utility,mean_utility,mean_quality_true,mean_quality_surface,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
47,baseline,Blind,-22420.0,-112.1,0.31650000000000006,0.3933333333333334,201,0.335,0.4991902237926973,0.29951413427561835,0.0833333333333335,8,4,0.1,999,0.0
48,baseline,TTB-cap,1820.0,9.1,0.7923333333333332,0.7624999999999996,61,0.745,0.7443700114025085,0.44662200684150505,0.07789294631897134,999,999,0.0,999,0.0
48,baseline,Blind,-24980.0,-124.9,0.35583333333333356,0.44050000000000006,222,0.285,0.5526653363740022,0.3315992018244013,0.0833333333333335,13,0,0.05,999,0.0
49,baseline,TTB-cap,1700.0,8.5,0.8055,0.7308333333333331,55,0.745,0.7456597222222223,0.4473958333333334,0.07826184655520758,999,999,0.0,999,0.0
49,baseline,Blind,-22240.0,-111.2,0.32675000000000026,0.38616666666666716,211,0.34,0.5313946759259258,0.3188368055555555,0.0833333333333335,6,2,0.15,999,0.0
50,baseline,TTB-cap,4620.0,23.1,0.8092500000000001,0.7556666666666662,50,0.785,0.7372041420118343,0.44232248520710055,0.07742908655237973,999,999,0.0,999,0.0
50,baseline,Blind,-25180.0,-125.9,0.35183333333333344,0.40074999999999983,205,0.285,0.546671597633136,0.3280029585798816,0.0833333333333335,2,15,0.1,999,0.0
51,baseline,TTB-cap,-1820.0,-9.1,0.7744166666666663,0.7878333333333333,75,0.685,0.7418539325842697,0.4451123595505618,0.07823773759337631,999,999,0.0,999,0.0
51,baseline,Blind,-23880.0,-119.4,0.34966666666666685,0.39916666666666684,219,0.31,0.5115168539325843,0.30691011235955057,0.0833333333333335,1,0,0.2,999,0.0
52,baseline,TTB-cap,2420.0,12.1,0.8035,0.7433333333333334,54,0.755,0.744410569105691,0.4466463414634146,0.07795804934041871,999,999,0.0,999,0.0
52,baseline,Blind,-22240.0,-111.2,0.3455000000000004,0.42583333333333345,215,0.34,0.555095818815331,0.3330574912891986,0.0833333333333335,27,5,0.0,999,0.0
53,baseline,TTB-cap,2140.0,10.7,0.7761666666666666,0.7602499999999999,61,0.755,0.7402712264150944,0.4441627358490566,0.07793611748802318,999,999,0.0,999,0.0
53,baseline,Blind,-23500.0,-117.5,0.3510833333333334,0.3673333333333337,198,0.315,0.5502653301886793,0.33015919811320754,0.0833333333333335,17,7,0.05,999,0.0
54,baseline,TTB-cap,-200.0,-1.0,0.7659999999999998,0.7639166666666669,70,0.71,0.7411127167630058,0.44466763005780346,0.07769127934573804,999,999,0.0,999,0.0
54,baseline,Blind,-23800.0,-119.0,0.3404166666666668,0.43150000000000005,205,0.31,0.5146676300578035,0.3088005780346821,0.0833333333333335,7,18,0.15,999,0.0
55,baseline,TTB-cap,-1540.0,-7.7,0.7744166666666665,0.7629166666666666,78,0.685,0.7419758539458186,0.4451855123674911,0.07828240550799513,999,999,0.0,999,0.0
