run,scenario,group,cumulative_utility,mean_utility,mean_quality_true,mean_quality_surface,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
1,observation_manipulated,TTB-cap,5560.0,27.8,0.8358333333333333,0.63875,43,0.815,0.7382497116493656,0.4429498269896193,0.07782301278124834,999,999,0.0,999,0.0
1,observation_manipulated,Blind,-27080.0,-135.4,0.3561666666666668,0.43083333333333335,209,0.3,0.49935121107266434,0.2996107266435986,0.0833333333333335,2,0,0.35,999,0.0
2,observation_manipulated,TTB-cap,1000.0,5.0,0.7999166666666666,0.6490833333333328,56,0.75,0.7365708478513358,0.44194250871080143,0.0781714118728969,999,999,0.0,999,0.0
2,observation_manipulated,Blind,-25480.0,-127.4,0.34175000000000016,0.43416666666666665,197,0.33,0.5166231126596981,0.30997386759581885,0.0833333333333335,0,2,0.15,999,0.0
3,observation_manipulated,TTB-cap,-1440.0,-7.2,0.7883333333333331,0.6409999999999998,66,0.71,0.7426215277777777,0.4455729166666666,0.07841400728645938,999,999,0.0,999,0.0
3,observation_manipulated,Blind,-26840.0,-134.2,0.3534166666666668,0.4298333333333334,204,0.305,0.5280671296296295,0.31684027777777773,0.0833333333333335,3,5,0.15,999,0.0
4,observation_manipulated,TTB-cap,4000.0,20.0,0.8246666666666665,0.6605833333333329,48,0.79,0.7416666666666667,0.445,0.07841295989924743,999,999,0.0,999,0.0
4,observation_manipulated,Blind,-26600.0,-133.0,0.3396666666666669,0.4375833333333332,208,0.31,0.5275862068965518,0.31655172413793103,0.0833333333333335,11,11,0.1,999,0.0
5,observation_manipulated,TTB-cap,7000.0,35.0,0.8208333333333333,0.69175,37,0.845,0.7405167264038233,0.44431003584229395,0.07840272165006675,999,999,0.0,999,0.0
5,observation_manipulated,Blind,-24360.0,-121.8,0.31625000000000003,0.4461666666666668,200,0.35,0.49678912783751494,0.29807347670250894,0.0833333333333335,3,1,0.2,999,0.0
6,observation_manipulated,TTB-cap,3480.0,17.4,0.7979999999999998,0.6564999999999996,46,0.795,0.7365451388888888,0.4419270833333333,0.07801066429299768,999,999,0.0,999,0.0
6,observation_manipulated,Blind,-27680.0,-138.4,0.3434166666666668,0.4690833333333334,203,0.29,0.5431134259259258,0.3258680555555555,0.0833333333333335,13,9,0.1,999,0.0
7,observation_manipulated,TTB-cap,3480.0,17.4,0.8257499999999997,0.6314166666666668,49,0.785,0.744291907514451,0.4465751445086706,0.07842445722613514,999,999,0.0,999,0.0
7,observation_manipulated,Blind,-28600.0,-143.0,0.30766666666666675,0.4467500000000002,219,0.275,0.5385115606936417,0.323106936416185,0.0833333333333335,16,3,0.05,999,0.0
8,observation_manipulated,TTB-cap,1360.0,6.8,0.8101666666666669,0.6748333333333331,57,0.75,0.7387895662368114,0.4432737397420868,0.07806975274635064,999,999,0.0,999,0.0
8,observation_manipulated,Blind,-25960.0,-129.8,0.32875000000000015,0.4505000000000002,193,0.32,0.49758206330597887,0.2985492379835873,0.0833333333333335,12,2,0.1,999,0.0
9,observation_manipulated,TTB-cap,3520.0,17.6,0.8093333333333332,0.6469999999999998,46,0.785,0.7410290628706999,0.44461743772241996,0.07841064295600113,999,999,0.0,999,0.0
9,observation_manipulated,Blind,-22880.0,-114.4,0.3381666666666667,0.4266666666666664,194,0.375,0.5522686832740213,0.3313612099644128,0.0833333333333335,1,4,0.1,999,0.0
10,observation_manipulated,TTB-cap,3160.0,15.8,0.8169999999999996,0.6599166666666666,52,0.785,0.7363439306358381,0.4418063583815029,0.07840957218439659,999,999,0.0,999,0.0
10,observation_manipulated,Blind,-25960.0,-129.8,0.3288333333333334,0.41608333333333336,205,0.32,0.5217485549132947,0.3130491329479768,0.0833333333333335,9,8,0.1,999,0.0
11,observation_manipulated,TTB-cap,5440.0,27.2,0.8342500000000002,0.6854999999999998,41,0.815,0.7384422850412249,0.4430653710247349,0.07840905688175238,999,999,0.0,999,0.0
11,observation_manipulated,Blind,-27440.0,-137.2,0.3090000000000002,0.4529166666666668,207,0.295,0.5304034157832744,0.31824204946996465,0.0833333333333335,14,3,0.15,999,0.0
12,observation_manipulated,TTB-cap,2440.0,12.2,0.8072500000000004,0.6643333333333336,54,0.77,0.7428110328638498,0.44568661971830986,0.07843589672958955,999,999,0.0,999,0.0
12,observation_manipulated,Blind,-29040.0,-145.2,0.3327500000000001,0.4556666666666667,217,0.265,0.49794600938967126,0.2987676056338027,0.0833333333333335,1,0,0.2,999,0.0
13,observation_manipulated,TTB-cap,3360.0,16.8,0.8183333333333332,0.6681666666666666,49,0.785,0.7318262411347518,0.43909574468085105,0.07786473658558807,999,999,0.0,999,0.0
13,observation_manipulated,Blind,-22680.0,-113.4,0.3153333333333335,0.45433333333333314,184,0.38,0.511081560283688,0.30664893617021277,0.0833333333333335,5,13,0.2,999,0.0
14,observation_manipulated,TTB-cap,3080.0,15.4,0.8042500000000006,0.6811666666666666,46,0.785,0.7391147635524797,0.44346885813148784,0.07841034812530329,999,999,0.0,999,0.0
