run,group,cumulative_utility,mean_utility,mean_quality,fatal_errors,task_success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
10,Blind,-21040.0,-105.2,0.4165833333333333,162,0.36,0.6115139211136891,0.3669083526682134,0.0833333333333335,3,48,0.25,999,0.0
10,MOO,-20240.0,-101.2,0.7012499999999995,151,0.35,0.7717074592074593,0.46802447552447557,0.07309596785881163,999,999,0.0,999,0.0
11,TRUE,440.0,2.2,0.7641666666666663,62,0.73,0.6649346793349169,0.41396080760095016,0.06748447392545129,0,1,0.25,2,0.7328928661875859
11,Blind,-19640.0,-98.2,0.3773333333333334,167,0.39,0.5978828306264501,0.35872969837587004,0.0833333333333335,0,45,0.2,999,0.0
11,MOO,-1940.0,-9.7,0.7539166666666667,76,0.685,0.7291181606519208,0.4424708963911525,0.07124604254343594,999,999,0.0,999,0.0
12,TRUE,2100.0,10.5,0.779083333333333,55,0.755,0.6711829836829837,0.4227097902097902,0.0685795606516614,0,0,0.3,0,0.9161900380746244
12,Blind,-19300.0,-96.5,0.40316666666666684,158,0.395,0.5895784543325526,0.3537470725995316,0.0833333333333335,1,1,0.2,999,0.0
12,MOO,3760.0,18.8,0.7961666666666664,50,0.78,0.7364964580873672,0.44689787485242033,0.07244785475066559,999,999,0.0,999,0.0
13,TRUE,2140.0,10.7,0.7765833333333332,60,0.755,0.6589658169177288,0.4053794901506373,0.06696079917992274,1,10,0.25,1,0.0
13,Blind,-19960.0,-99.8,0.3874166666666667,158,0.38,0.5767348754448398,0.3460409252669039,0.0833333333333335,2,5,0.1,999,0.0
13,MOO,-2840.0,-14.2,0.6019999999999996,70,0.7,0.752255529685681,0.4613533178114086,0.072764759565898,999,999,0.0,999,0.07404399428423991
14,TRUE,1320.0,6.6,0.7619999999999999,57,0.74,0.6195749108204518,0.3817449464922711,0.06821414048021593,0,0,0.3,1,0.8810843128414366
14,Blind,-22680.0,-113.4,0.3864999999999999,189,0.33,0.6168664383561644,0.37011986301369865,0.0833333333333335,2,6,0.05,999,0.0
14,MOO,-6220.0,-31.1,0.48599999999999993,92,0.645,0.7746478873239437,0.46978873239436625,0.0736198937257744,999,999,0.0,999,0.09731828769200293
15,TRUE,2340.0,11.7,0.8000000000000003,53,0.755,0.6692647058823529,0.4165588235294117,0.06914664903263229,0,5,0.25,9,0.8402349008412802
15,Blind,-19940.0,-99.7,0.37024999999999997,176,0.385,0.5757665094339623,0.3454599056603774,0.0833333333333335,4,44,0.15,999,0.0
15,MOO,580.0,2.9,0.7815833333333334,59,0.725,0.7370092378752886,0.44220554272517315,0.0748675438300732,999,999,0.0,999,0.0
16,TRUE,-180.0,-0.9,0.7563333333333331,65,0.715,0.5988372093023255,0.3793023255813953,0.06828199391949753,0,1,0.25,1,0.0
16,Blind,-20500.0,-102.5,0.3490000000000002,178,0.375,0.6153503562945368,0.3692102137767221,0.0833333333333335,13,1,0.05,999,0.0
16,MOO,2160.0,10.8,0.7927499999999997,59,0.75,0.7358870967741935,0.44153225806451607,0.0743368791579314,999,999,0.0,999,0.0
17,TRUE,80.0,0.4,0.7594999999999997,63,0.72,0.6500292740046838,0.4050175644028103,0.0678108722941275,0,0,0.25,999,0.9630922969773099
17,Blind,-20680.0,-103.4,0.3954166666666669,168,0.37,0.613254060324826,0.3679524361948956,0.0833333333333335,0,29,0.2,999,0.0
17,MOO,-23260.0,-116.3,0.47533333333333355,208,0.315,0.7237950058072009,0.44927700348432054,0.06707448848468739,999,999,0.0,999,0.004670992981743949
18,TRUE,1700.0,8.5,0.7702499999999998,54,0.755,0.6781103286384977,0.41686619718309864,0.0707181677260233,2,0,0.25,3,0.0
18,Blind,-22200.0,-111.0,0.37716666666666687,193,0.34,0.5692016317016317,0.34152097902097905,0.0833333333333335,0,0,0.15,999,0.0
18,MOO,-21260.0,-106.3,0.5284999999999999,208,0.345,0.8032894736842104,0.5019736842105262,0.07162873775457798,999,999,0.0,999,0.03538772089943582
19,TRUE,1700.0,8.5,0.7879999999999996,55,0.745,0.6760040745052387,0.42060244470314323,0.07079553847756624,0,3,0.25,6,0.8994443234647315
19,Blind,-21380.0,-106.9,0.40483333333333343,173,0.355,0.602662980209546,0.36159778812572757,0.0833333333333335,6,0,0.15,999,0.0
19,MOO,-2220.0,-11.1,0.6207499999999996,75,0.695,0.7050804529201431,0.4380482717520859,0.0732801341843974,999,999,0.0,999,0.02102307953890794
20,TRUE,6400.0,32.0,0.7995000000000005,40,0.83,0.6657546082949308,0.4094527649769585,0.06681235372798,0,3,0.25,999,0.9030199358893896
20,Blind,-21640.0,-108.2,0.42025,172,0.35,0.5945847851335657,0.3567508710801394,0.0833333333333335,1,3,0.25,999,0.0
20,MOO,-20920.0,-104.6,0.7031666666666662,155,0.34,0.7386428571428572,0.4481857142857143,0.07179089587721421,999,999,0.0,999,0.0
