run,scenario,round,group,modules,utility,cumulative_utility,quality_true,quality_surface,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
1,safety_critical,1,MOO,5,-400.0,-400.0,0.4,0.4,1,0.4967910042161303,0.0816207407516035,0.1992481203007519,0.11954887218045113,0,0
1,safety_critical,2,MOO,4,40.0,-360.0,0.5,0.5,0,0.49366178492812135,0.08064262640588067,0.27018633540372683,0.1621118012422361,0,0
1,safety_critical,3,MOO,5,-400.0,-760.0,0.4,0.6,1,0.4880705219152188,0.07943438238613867,0.3163265306122449,0.18979591836734694,0,0
1,safety_critical,4,MOO,3,40.0,-720.0,0.6666666666666666,0.3333333333333333,0,0.49019474955367925,0.07879350603234965,0.32949308755760365,0.19769585253456218,0,0
1,safety_critical,5,MOO,5,100.0,-620.0,1.0,1.0,0,0.4961304863445449,0.07773331485736187,0.38095238095238093,0.22857142857142854,0,0
1,safety_critical,6,MOO,3,40.0,-580.0,0.6666666666666666,0.6666666666666666,0,0.4948247410796654,0.07743640816549895,0.40109890109890123,0.24065934065934072,0,0
1,safety_critical,7,MOO,5,-400.0,-980.0,0.4,0.6,2,0.49012137795244926,0.07712530279548453,0.4415584415584415,0.26493506493506486,0,0
1,safety_critical,8,MOO,3,-400.0,-1380.0,0.6666666666666666,0.3333333333333333,1,0.4880656048484376,0.07665915909500724,0.4513677811550152,0.2708206686930091,0,0
1,safety_critical,9,MOO,4,40.0,-1340.0,0.75,0.75,0,0.4878589058019492,0.07608622335192354,0.46078431372549034,0.2764705882352942,0,0
1,safety_critical,10,MOO,5,40.0,-1300.0,0.8,1.0,0,0.4873525332106513,0.07554031841974312,0.471938775510204,0.2831632653061224,0,0
2,safety_critical,1,TRUE,5,40.0,40.0,0.8,1.0,0,0.5055172167062156,0.08160487216679607,0.1992481203007519,0.11954887218045113,0,0
2,safety_critical,2,TRUE,3,100.0,140.0,1.0,0.6666666666666666,0,0.5119554670877863,0.08075556564985709,0.23376623376623384,0.1402597402597403,0,0
2,safety_critical,3,TRUE,5,40.0,180.0,0.8,0.8,0,0.5135853117529338,0.07953218920739542,0.283068783068783,0.16984126984126982,0,0
2,safety_critical,4,TRUE,3,40.0,220.0,0.6666666666666666,0.3333333333333333,0,0.5136532775554409,0.07917131266133674,0.30952380952380953,0.18571428571428572,0,0
2,safety_critical,5,TRUE,4,-400.0,-180.0,0.5,0.75,1,0.5117584356853324,0.07888473290177402,0.3487394957983194,0.20924369747899166,0,0
2,safety_critical,6,TRUE,5,100.0,-80.0,1.0,0.8,0,0.5162873875569287,0.07838595935770834,0.36813186813186816,0.2208791208791209,0,0
2,safety_critical,7,TRUE,5,-400.0,-480.0,0.6,0.8,1,0.5151997547979229,0.07821242982615678,0.39935064935064934,0.2396103896103896,0,0
2,safety_critical,8,TRUE,3,100.0,-380.0,1.0,1.0,0,0.5195965065279651,0.07753266719550486,0.378419452887538,0.22705167173252278,0,0
2,safety_critical,9,TRUE,4,40.0,-340.0,0.75,0.25,0,0.5186761724181228,0.07693433031229072,0.38235294117647056,0.23512605042016804,0,0
2,safety_critical,10,TRUE,5,-400.0,-740.0,0.6,0.4,1,0.5163685768376967,0.0764696954478554,0.3928571428571428,0.23571428571428565,0,0
2,safety_critical,1,Blind,5,-400.0,-400.0,0.2,0.4,2,0.5,0.08333333333333327,0.22180451127819545,0.13308270676691727,0,0
2,safety_critical,2,Blind,3,40.0,-360.0,0.3333333333333333,0.0,0,0.5,0.08333333333333327,0.2402597402597404,0.14415584415584423,0,0
2,safety_critical,3,Blind,5,-400.0,-760.0,0.2,0.4,2,0.5,0.08333333333333327,0.2936507936507937,0.17619047619047623,0,0
2,safety_critical,4,Blind,3,40.0,-720.0,0.3333333333333333,0.0,0,0.5,0.08333333333333327,0.27142857142857135,0.1628571428571428,0,0
2,safety_critical,5,Blind,4,-400.0,-1120.0,0.5,0.5,1,0.5,0.08333333333333327,0.34033613445378164,0.204201680672269,0,0
2,safety_critical,6,Blind,5,-400.0,-1520.0,0.2,0.4,2,0.5,0.08333333333333327,0.4047619047619049,0.2428571428571429,0,0
2,safety_critical,7,Blind,5,-400.0,-1920.0,0.0,0.6,3,0.5,0.08333333333333327,0.4253246753246753,0.2551948051948052,0,0
2,safety_critical,8,Blind,3,40.0,-1880.0,0.0,0.0,0,0.5,0.08333333333333327,0.43617021276595747,0.26170212765957446,0,0
2,safety_critical,9,Blind,4,40.0,-1840.0,0.5,0.0,0,0.5,0.08333333333333327,0.44397759103641454,0.26638655462184874,0,0
2,safety_critical,10,Blind,5,-400.0,-2240.0,0.2,0.2,2,0.5,0.08333333333333327,0.44897959183673475,0.2693877551020408,0,0
2,safety_critical,1,TTB,5,-400.0,-400.0,0.2,0.4,2,0.4938106778482349,0.08146168952552371,0.2293233082706767,0.13759398496240602,0,0
2,safety_critical,2,TTB,3,40.0,-360.0,0.0,1.0,0,0.48921706267468446,0.08052814991480631,0.3116883116883118,0.18701298701298708,0,0
2,safety_critical,3,TTB,5,40.0,-320.0,0.6,0.8,0,0.48977039588545446,0.07912576607712378,0.39947089947089953,0.23968253968253972,0,0
2,safety_critical,4,TTB,3,40.0,-280.0,0.6666666666666666,0.6666666666666666,0,0.4927563063306926,0.07811111575009168,0.42380952380952386,0.2542857142857143,0,0
2,safety_critical,5,TTB,4,40.0,-240.0,0.5,0.5,0,0.48992895943015385,0.07725901149419157,0.44957983193277307,0.26974789915966385,0,0
2,safety_critical,6,TTB,5,40.0,-200.0,0.6,0.8,0,0.4876370074862174,0.07645289569665195,0.48168498168498175,0.29472527472527477,0,0
2,safety_critical,7,TTB,5,100.0,-100.0,1.0,0.6,0,0.4921453200191304,0.07559226360674764,0.5,0.3057142857142857,0,0
2,safety_critical,8,TTB,3,40.0,-60.0,0.6666666666666666,0.0,0,0.49192883623704864,0.07476698822362586,0.49392097264437695,0.30206686930091187,0,0
