run,round,group,modules,utility,cumulative_utility,quality,fatal,trust_mean,trust_var,trust_gini,collapse_index,a9_selected,a10_selected
1,1,TRUE,3,60,60.0,0.3333333333333333,0,0.49762994064836275,0.08216489424073532,0.013715578900895808,0.006857789450447904,0,0
1,2,TRUE,4,100,160.0,1.0,0,0.5052796199251498,0.08078363663528501,0.027709377463421392,0.013854688731710696,0,0
1,3,TRUE,3,60,220.0,0.6666666666666666,0,0.50706905029181,0.07970961623002114,0.03756003955537035,0.018780019777685175,0,0
1,4,TRUE,4,-200,20.0,0.25,2,0.501821169914567,0.07898891434610683,0.0361778791761842,0.0180889395880921,0,0
1,5,TRUE,5,-200,-180.0,0.6,1,0.5015934602844272,0.07806540939986985,0.03587063649595379,0.017935318247976895,0,0
1,6,TRUE,3,60,-120.0,0.0,0,0.49658553390934557,0.07750938524881625,0.03858052608863982,0.01929026304431991,0,0
1,7,TRUE,5,-200,-320.0,0.8,1,0.4980644176567377,0.07690421673569665,0.04163882253786921,0.020819411268934607,0,0
1,8,TRUE,3,-200,-520.0,0.3333333333333333,1,0.4960630108341334,0.07661836861326457,0.043271573190250434,0.021635786595125217,0,0
1,9,TRUE,5,-200,-720.0,0.6,1,0.4963921317886161,0.07527112246424511,0.05735099732669058,0.02867549866334529,0,0
1,10,TRUE,5,60,-660.0,0.8,0,0.5009908215058853,0.0740848273308525,0.06795651233304656,0.03397825616652328,0,0
1,11,TRUE,3,-200,-860.0,0.0,2,0.4952205594148473,0.07335556594758165,0.07123912312369107,0.035619561561845536,0,0
1,12,TRUE,4,-200,-1060.0,0.0,2,0.48718104010609997,0.07189181960523633,0.08403959915937786,0.04201979957968893,0,0
1,13,TRUE,3,60,-1000.0,0.0,0,0.4816262313887495,0.07115881526456584,0.08691826753501863,0.04345913376750932,0,0
1,14,TRUE,4,-200,-1200.0,0.0,1,0.47329671663638145,0.06986395319941809,0.09812167583869669,0.049060837919348343,0,0
1,15,TRUE,4,60,-1140.0,0.25,0,0.470420476418159,0.06849559783182743,0.10901090037812766,0.05450545018906383,0,0
1,16,TRUE,4,-200,-1340.0,0.25,1,0.468007590418277,0.06792339591353003,0.11189882835387643,0.05594941417693822,0,0
1,17,TRUE,4,-200,-1540.0,0.5,1,0.4646265959847759,0.06705649193742838,0.11821220918258635,0.059106104591293174,0,0
1,18,TRUE,4,-200,-1740.0,0.25,1,0.46249975254880443,0.06634035252222248,0.11885489901704527,0.059427449508522634,0,0
1,19,TRUE,4,-200,-1940.0,0.5,1,0.46145478859230493,0.06584632124322129,0.12409995249913552,0.06919283339242491,0,0
1,20,TRUE,4,-200,-2140.0,0.5,1,0.46071835384537274,0.0650690017226409,0.13073233772787707,0.07250902600679568,0,0
1,21,TRUE,3,60,-2080.0,0.6666666666666666,0,0.46250218476894306,0.06486529840685432,0.13040198340905462,0.0794867059902416,0,0
1,22,TRUE,5,-200,-2280.0,0.6,1,0.4616235984271084,0.06472396036499634,0.12599897807064941,0.077285203321039,0,0
1,23,TRUE,5,60,-2220.0,0.8,0,0.4625407942690665,0.06455699007877443,0.12732649519861838,0.07794896188502348,0,0
1,24,TRUE,4,-200,-2420.0,0.75,1,0.4626958409374897,0.06437631073102856,0.12773283859204243,0.0781521335817355,0,0
1,25,TRUE,5,100,-2320.0,1.0,0,0.46503689946772786,0.06413853695360075,0.13062929381421484,0.07960036119282171,0,0
1,26,TRUE,4,60,-2260.0,0.75,0,0.46448853219703523,0.06411116377187104,0.12960930291740036,0.07909036574441447,0,0
1,27,TRUE,4,-200,-2460.0,0.75,1,0.464725278389582,0.06402795766137838,0.13017672218896092,0.07937407538019475,0,0
1,28,TRUE,3,60,-2400.0,0.6666666666666666,0,0.4630443481511136,0.06361092929772671,0.1336219190351231,0.08109667380327584,0,0
1,29,TRUE,5,-200,-2600.0,0.2,2,0.46073461743319655,0.06361676203158262,0.1296864901865833,0.07912895937900594,0,0
1,30,TRUE,3,60,-2540.0,0.3333333333333333,0,0.4603348598444504,0.06355749465203028,0.1289128551653571,0.07874214186839285,0,0
1,31,TRUE,3,100,-2440.0,1.0,0,0.4614429293592693,0.063478511301524,0.1306114819602464,0.0795914552658375,0,0
1,32,TRUE,3,60,-2380.0,0.3333333333333333,0,0.4603560900952705,0.06345797407272614,0.12885512881859817,0.07871327869501338,0,0
1,33,TRUE,3,100,-2280.0,1.0,0,0.46147420663226624,0.06339845260701653,0.1305469914572226,0.07955921001432559,0,0
1,34,TRUE,3,60,-2220.0,0.6666666666666666,0,0.4616655952504228,0.06335393126413279,0.1309372348734963,0.07975433172246243,0,0
1,35,TRUE,5,-200,-2420.0,0.6,1,0.4613814467793783,0.06332131434443714,0.13026277931055308,0.07941710394099083,0,0
1,36,TRUE,4,100,-2320.0,1.0,0,0.46221307535433126,0.06324051813592703,0.13163519165152482,0.0801033101114767,0,0
1,37,TRUE,5,-200,-2520.0,0.6,2,0.4618111074560588,0.06315511198236805,0.13095483595594892,0.07976313226368875,0,0
1,38,TRUE,5,-200,-2720.0,0.4,1,0.46067229163008616,0.06312920008645503,0.12916297739596816,0.07886720298369837,0,0
1,39,TRUE,3,100,-2620.0,1.0,0,0.461508235875329,0.06309176691440199,0.13045101117654756,0.07951121987398807,0,0
1,40,TRUE,4,100,-2520.0,1.0,0,0.462270829221535,0.06305439189145999,0.13163707953554193,0.08010425405348526,0,0
1,41,TRUE,5,60,-2460.0,0.8,0,0.4623456872644604,0.06302992764370359,0.13179867867129902,0.0801850536213638,0,0
1,42,TRUE,3,100,-2360.0,1.0,0,0.4628981076860894,0.06300233205954328,0.1327093997288611,0.08064041415014483,0,0
1,43,TRUE,5,60,-2300.0,0.8,0,0.46318507071824494,0.06297358810964462,0.13317676870879191,0.08087409864011025,0,0
1,44,TRUE,4,60,-2240.0,0.75,0,0.4625945296314291,0.06295798448938847,0.13231852379659315,0.08044497618401086,0,0
1,45,TRUE,4,60,-2180.0,0.75,0,0.46264903908262706,0.06293764913365965,0.1323688403695793,0.08047013447050394,0,0
1,46,TRUE,3,100,-2080.0,1.0,0,0.46413911717964423,0.06285438445369579,0.13166853130377754,0.08011997993760306,0,0
1,47,TRUE,4,60,-2020.0,0.75,0,0.46412951494097854,0.06283753362227051,0.13165053511107727,0.08011098184125293,0,0
1,48,TRUE,5,60,-1960.0,0.8,0,0.4626142456490251,0.062463857993249924,0.13444945096354366,0.08151043976748612,0,0
1,49,TRUE,5,60,-1900.0,0.8,0,0.4634356033659766,0.06235044649187034,0.13559363571471694,0.08208253214307276,0,0
1,50,TRUE,3,60,-1840.0,0.3333333333333333,0,0.46347046086440125,0.06270611352108721,0.13554610807110912,0.0811063873688879,1,0
1,1,Blind,4,60,60.0,0.75,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,2,Blind,4,-200,-140.0,0.5,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,3,Blind,4,60,-80.0,0.5,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,4,Blind,5,-200,-280.0,0.4,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,5,Blind,5,-200,-480.0,0.2,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,6,Blind,5,-200,-680.0,0.6,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,7,Blind,4,-200,-880.0,0.0,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,8,Blind,3,60,-820.0,0.0,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,9,Blind,5,-200,-1020.0,0.4,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,10,Blind,5,-200,-1220.0,0.8,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,11,Blind,5,-200,-1420.0,0.4,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,12,Blind,3,60,-1360.0,0.0,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,13,Blind,4,60,-1300.0,0.75,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,14,Blind,5,60,-1240.0,0.8,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,15,Blind,3,60,-1180.0,0.6666666666666666,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,16,Blind,3,60,-1120.0,0.0,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,17,Blind,4,-200,-1320.0,0.0,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,18,Blind,3,60,-1260.0,0.6666666666666666,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,19,Blind,4,-200,-1460.0,0.25,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,20,Blind,5,-200,-1660.0,0.6,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,21,Blind,3,60,-1600.0,0.0,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,22,Blind,4,60,-1540.0,0.5,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,23,Blind,4,-200,-1740.0,0.25,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,24,Blind,4,-200,-1940.0,0.5,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,25,Blind,4,-200,-2140.0,0.25,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,26,Blind,5,-200,-2340.0,0.4,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,27,Blind,5,-200,-2540.0,0.2,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,28,Blind,4,-200,-2740.0,0.25,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,29,Blind,4,-200,-2940.0,0.5,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,30,Blind,4,60,-2880.0,0.5,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,31,Blind,4,-200,-3080.0,0.5,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,32,Blind,3,60,-3020.0,0.3333333333333333,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,33,Blind,5,-200,-3220.0,0.8,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,34,Blind,5,-200,-3420.0,0.2,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,35,Blind,5,-200,-3620.0,0.6,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,36,Blind,5,-200,-3820.0,0.4,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,37,Blind,4,-200,-4020.0,0.0,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,38,Blind,5,-200,-4220.0,0.6,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,39,Blind,4,60,-4160.0,0.5,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,40,Blind,5,-200,-4360.0,0.2,2,0.5,0.08333333333333327,0.0,0.0,0,0
1,41,Blind,4,60,-4300.0,0.75,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,42,Blind,5,-200,-4500.0,0.4,1,0.5,0.08333333333333327,0.0,0.0,0,0
1,43,Blind,4,60,-4440.0,0.5,0,0.5,0.08333333333333327,0.0,0.0,0,0
1,44,Blind,4,-200,-4640.0,0.0,1,0.5,0.08333333333333327,0.0,0.0,0,0
