scenario,group,cumulative_utility_mean,cumulative_utility_sd,cumulative_utility_ci_lo,cumulative_utility_ci_hi,mean_quality_true,mean_quality_surface,fatal_errors_mean,fatal_errors_sd,success_rate,final_trust_gini,final_collapse_index,mean_trust_var,a9_first_delay,a10_first_delay,a9_first20_rate,a9_var_convergence,a8_trust_quality_corr
baseline,Blind,-23924.6,1621.6286986741559,-24255.4,-23621.6,0.3427500000000002,0.4018708333333334,209.56,11.199134165666829,0.30735,0.5292168830541897,0.31753012983251383,0.08333333333333372,6.33,7.9,0.14150000000000001,999.0,0.0
baseline,TRUE,1161.4,1821.7457605718796,822.4,1529.4,0.7678283333333334,0.7387708333333329,60.32,7.663213978798223,0.73735,0.6362980456926529,0.39457882741559175,0.06760232005151534,0.4,2.0,0.34700000000000003,206.38,0.2928142344391496
